"","ResponseId","course","evound1","evound2","evound3","evound4","evound5","evound6","evound7","evound8","evound9","evound10","evound11","evound12","evound13","evound14","micro1","micro2","micro3","micro4","micro5","micro6","micro7","micro8","macro1","macro2","macro3","macro4","macro5","macro6","macro7","macro8","human1","human2","human3","human4","human5","human6","human7","human8","rel1","rel2","rel3","rel4","rel","evound","microaccept","macroaccept","humaccept","evoaccept","relthirds"
"755","R_1eLfRb5p8N2D3qv",51,0,0,1,1,1,1,1,1,0,1,1,0,1,0,4,4,5,4,4,4,4,2,3,3,2,4,4,2,3,2,3,2,1,1,3,3,1,2,4,5,4,4,4.25,0.642857142857143,3.875,2.875,2,2.91666666666667,"high"
"756","R_1eLTIAW3ZhmNvi0",40,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,2,4,4,5,3,4,4,4,3,2,3,1,2,2,2,4,2,2,3,2,3,1,3,1,3,1,1,1.5,0.357142857142857,3.625,2.375,2.5,2.83333333333333,"low"
"757","R_1eLXLW0FWm6xGcb",57,0,0,0,0,1,1,1,0,0,1,0,1,1,0,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,1,3,2,4,2.5,0.428571428571429,4,3.5,4,3.83333333333333,"mod"
"758","R_1eLy9tvYYWXXRMP",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,4,5,5,5,1,5,5,4,5,5,4,5,5,4,3,4,4,4,2,4,4,5,5,1,1,1,1,1,0.857142857142857,4.375,4.375,4,4.25,"low"
"759","R_1eLZiAfmiusyuJT",32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,4,4,5,5,1,2,1,1,1.25,1,5,4.75,4.625,4.79166666666667,"low"
"760","R_1eM0B1STBdN82iF",56,1,1,0,0,1,1,1,1,1,0,1,1,0,0,5,4,3,5,5,4,4,5,4,5,5,4,4,4,5,3,4,4,4,5,5,5,5,5,1,2,2,4,2.25,0.642857142857143,4.375,4.25,4.625,4.41666666666667,"mod"
"761","R_1eOYi4xe7XVzZKC",21,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,2,4,5,5,4,5,5,4,4,5,4,5,4,4,3,4,5,5,5,5,5,4,4,4,4,4,3,3.75,0.785714285714286,4.375,4.125,4.625,4.375,"mod"
"762","R_1eOzg3NDBm53ZTs",7,1,0,1,1,1,1,1,0,0,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,2,0.714285714285714,5,5,5,5,"low"
"763","R_1eP1Xav0KjK5yTp",40,1,0,0,0,1,1,1,1,0,0,1,0,1,0,5,5,5,4,5,4,5,4,5,4,5,3,4,4,4,3,4,4,4,4,4,4,4,3,2,5,4,4,3.75,0.5,4.625,4,3.875,4.16666666666667,"mod"
"764","R_1ePllntknSjwBwm",34,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,1,4,3,4,1,2,3,3,2,3,3,2,3,3,5,4,4,4,0.928571428571429,3.875,3,2.625,3.16666666666667,"high"
"765","R_1eQ9ubN8IeyoyER",14,1,0,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,5,5,4,5,4,4,5,5,4,5,4,4,3,4,3,4,4,4,4,4,4,4,5,5,5,4.75,0.714285714285714,4.75,4.25,3.875,4.29166666666667,"high"
"766","R_1eQLhpOFJsVzV1r",70,1,1,0,0,0,1,1,1,0,1,0,1,0,1,4,5,5,5,5,5,5,4,5,3,3,3,4,4,5,5,3,1,3,5,3,3,4,5,1,3,1,5,2.5,0.571428571428571,4.75,4,3.375,4.04166666666667,"mod"
"767","R_1eQN6ft3A0738Jn",74,0,0,1,1,0,1,1,1,0,1,1,1,1,0,5,4,4,3,4,4,4,4,4,3,3,2,4,2,4,3,1,2,2,1,1,2,1,1,4,5,5,5,4.75,0.642857142857143,4,3.125,1.375,2.83333333333333,"high"
"768","R_1eqPPBqMkJvoi40",48,1,0,1,1,1,1,1,0,1,1,1,0,1,0,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0.714285714285714,4.875,5,5,4.95833333333333,"low"
"769","R_1eqU3dEZRJujt2g",33,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,4,1,4,5,5,5,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4.25,0.857142857142857,4,3.875,4,3.95833333333333,"high"
"770","R_1eQUribXnGZiB8R",56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,2,1,3,2.25,1,4.375,4.75,5,4.70833333333333,"mod"
"771","R_1eqvpXTfB3nU3O3",73,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,4,4,5,5,5,4,4,4,3,3,3,4,4,5,3,3,2,3,4,3,4,4,4,2,3,1,4,2.5,0.928571428571429,4.5,3.625,3.375,3.83333333333333,"mod"
"772","R_1eQVSoMuTKB5BDC",57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,1,1,1,1.5,1,4.875,5,4.875,4.91666666666667,"low"
"773","R_1erAzrKA7hCkqFC",14,1,0,0,1,0,1,1,1,0,1,1,0,0,0,5,5,4,5,4,4,4,3,4,4,4,4,3,4,3,4,2,2,3,2,2,2,2,4,5,5,5,5,5,0.5,4.25,3.75,2.375,3.45833333333333,"high"
"774","R_1eRlBzfMyA212pG",7,1,0,0,1,1,1,1,0,1,1,1,0,1,1,5,4,4,5,4,4,2,4,4,4,5,3,4,2,4,3,5,3,4,4,3,3,4,4,5,5,5,5,5,0.714285714285714,4,3.625,3.75,3.79166666666667,"high"
"775","R_1ertfTu7W8njXGO",73,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,1,3,1,1,1.5,0.928571428571429,5,4.75,5,4.91666666666667,"low"
"776","R_1eRTNSFbhwwLL3X",9,0,0,1,1,1,1,0,0,1,1,1,1,1,0,4,5,3,3,4,4,4,4,4,4,4,4,4,3,5,3,4,4,2,5,4,4,5,4,1,3,2,3,2.25,0.642857142857143,3.875,3.875,4,3.91666666666667,"mod"
"777","R_1eRV6hvCfFJxuMX",21,0,0,0,1,1,1,1,1,0,1,1,1,0,1,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,2,4,2.75,0.642857142857143,4.25,3.875,4,4.04166666666667,"mod"
"778","R_1erzc9OUm0Sxkki",42,0,0,1,0,1,1,1,1,0,1,0,0,1,0,5,5,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,1,2,1,2,1.5,0.5,4.125,4.125,3.75,4,"low"
"779","R_1erZZY1b2w2mtYK",70,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,4,5,1,5,5,5,2,3,5,5,1,3,5,5,4,1,5,5,1,5,5,1,1,1,5,2,0.857142857142857,4.375,3.625,3.875,3.95833333333333,"low"
"780","R_1esHl053r2x4POF",49,0,0,1,1,0,1,1,1,0,0,1,0,1,1,4,5,4,3,4,5,5,5,5,5,5,3,3,5,4,3,4,2,4,5,5,5,5,5,1,4,2,2,2.25,0.571428571428571,4.375,4.125,4.375,4.29166666666667,"mod"
"781","R_1et3Tj5Mkb3flLB",37,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4,3,5,3,4,4,4,3,1,1,1,1,2,1,2,1,1,2,1,1,2,3,1,5,4,5,5,5,4.75,0.857142857142857,3.75,1.25,2,2.33333333333333,"high"
"782","R_1etnJ3lZnTyE1Em",37,0,1,1,1,0,0,0,1,0,1,1,1,0,1,4,4,4,3,4,5,4,4,4,4,3,3,5,5,5,3,5,5,4,5,5,5,5,3,2,3,3,4,3,0.571428571428571,4,4,4.625,4.20833333333333,"mod"
"783","R_1EUGjMZ8tiU1KCd",56,0,0,1,1,1,0,0,1,0,1,1,1,1,0,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,3,4,4,4,4,3,4,4,2,3,2,2,2.25,0.571428571428571,3.875,3.5,3.75,3.70833333333333,"mod"
"784","R_1eUV9c5nxLPLI9M",71,1,0,0,1,1,1,1,0,1,1,1,1,1,0,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,2,4,5,4,4,4,4,1,5,3,3,3,0.714285714285714,4.875,4.75,4,4.54166666666667,"mod"
"785","R_1eV2drDKOfqV3NQ",51,0,0,1,0,1,0,1,1,0,0,1,0,0,0,3,4,4,2,3,3,4,3,4,3,4,4,4,4,4,2,2,2,4,2,3,4,3,4,3,5,5,4,4.25,0.357142857142857,3.25,3.625,3,3.29166666666667,"high"
"786","R_1eVHnNbZTgsVDKP",68,1,0,1,1,0,1,1,1,0,1,1,1,0,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,5,4,5,5,5,5,5,5,1,5,3,5,3.5,0.714285714285714,5,4.375,4.875,4.75,"mod"
"787","R_1eVogIh1niKh9el",7,1,0,1,1,1,1,1,1,0,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,4.5,0.785714285714286,3,3,3,3,"high"
"788","R_1eVu6dT7SnZG1Ht",69,1,0,1,1,1,1,0,1,0,1,1,1,1,0,5,4,5,5,5,4,5,4,4,3,3,2,4,3,5,1,5,4,4,5,4,4,5,4,1,1,1,1,1,0.714285714285714,4.625,3.125,4.375,4.04166666666667,"low"
"789","R_1eWC77K1sSkRd99",25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,0.214285714285714,3.25,3.5,3.125,3.29166666666667,"mod"
"790","R_1eWDTxssKPG4Cgm",40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,3,5,5,4,4,5,5,2,4,2,4,3,1,4.75,5,4.375,4.70833333333333,"mod"
"791","R_1eWfVVs1yUE3P3I",48,0,1,1,1,1,1,0,1,0,1,0,0,1,0,4,5,4,4,4,4,4,3,4,4,4,3,4,3,3,2,3,4,4,3,4,4,4,4,3,5,4,5,4.25,0.571428571428571,4,3.375,3.75,3.70833333333333,"high"
"792","R_1EWh5d7MnwrlxMl",48,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,4,5,5,4,4,5,4,4,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,3,2,3.25,0.785714285714286,4.625,3.75,4.125,4.16666666666667,"mod"
"793","R_1ewOeBbaoFajBRi",55,1,0,1,0,0,1,1,1,0,1,0,1,0,1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,2,3,2,3,2.5,0.571428571428571,4,3.375,4,3.79166666666667,"mod"
"794","R_1EWot9mbK20GuBM",64,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,3,1,3,1,3,2,0.928571428571429,5,4.625,4.75,4.79166666666667,"low"
"795","R_1ewTbu6babhB2YL",33,1,0,1,1,1,1,0,1,0,1,1,1,1,0,4,4,2,4,4,4,3,4,3,4,3,4,4,2,4,4,2,2,4,2,2,2,2,4,5,5,5,5,5,0.714285714285714,3.625,3.5,2.5,3.20833333333333,"high"
"796","R_1EXa9nkl7il8vRf",28,1,0,1,1,0,1,1,1,0,1,1,1,0,1,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2.25,0.714285714285714,4.125,3.75,4,3.95833333333333,"mod"
"797","R_1exadei78n4x5v3",32,0,0,0,1,1,0,1,0,0,0,1,1,0,0,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,3,5,4,5,5,5,5,5,4,1,3,1,1,1.5,0.357142857142857,5,4.25,4.75,4.66666666666667,"low"
"798","R_1eXdd6BLcCqsQpr",64,1,0,1,1,1,1,0,1,0,1,1,0,1,0,5,5,4,5,1,5,5,4,4,4,4,3,2,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,0.642857142857143,4.25,3.5,4,3.91666666666667,"high"
"799","R_1eXJ4zUiIUnwGUU",55,0,0,0,1,1,1,1,1,1,1,0,0,1,0,4,4,5,4,5,4,4,5,4,4,4,4,3,4,4,3,4,2,3,3,3,2,3,4,4,5,4,4,4.25,0.571428571428571,4.375,3.75,3,3.70833333333333,"high"
"800","R_1exkrHbuj4Lgmzo",18,1,1,1,1,0,1,0,1,0,0,1,1,1,0,5,5,5,5,5,4,2,4,1,3,3,1,2,2,4,1,1,1,1,1,1,1,2,4,5,5,5,5,5,0.642857142857143,4.375,2.125,1.5,2.66666666666667,"high"
"801","R_1eXLVuKE4IK3ZZR",7,1,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,4,4,4,2,4,2,4,4,4,2,4,3,4,4,2,3,3,3,3,3,4,4,5,5,5,4,4.75,0.785714285714286,3.5,3.625,3.125,3.41666666666667,"high"
"802","R_1exSE0ds31SZdYJ",49,0,0,1,1,0,1,0,1,0,1,0,1,1,0,5,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,2,4,3,4,3.25,0.5,4.75,4.125,4.125,4.33333333333333,"mod"
"803","R_1exuSKYZc3nzDIM",33,1,0,1,0,1,1,1,0,0,1,1,0,1,0,4,5,5,5,5,4,5,5,5,3,5,3,5,3,5,3,5,1,4,4,4,4,4,4,2,2,2,2,2,0.571428571428571,4.75,4,3.75,4.16666666666667,"low"
"804","R_1EXwclQhfRKkDwR",78,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,4,4,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,2,4,3,2,4,4,3,5,5,3,4,0.5,3.375,3.5,3.25,3.375,"high"
"805","R_1ey5rnwZQEPsO0a",35,0,1,1,1,1,1,1,1,0,1,1,1,1,0,5,5,4,4,4,4,4,3,4,3,4,1,4,2,4,2,1,2,3,3,2,3,1,4,5,5,5,5,5,0.785714285714286,4.125,3,2.375,3.16666666666667,"high"
"806","R_1eY9cJMZ6E5NwM1",57,0,0,1,1,1,1,0,1,0,1,0,1,1,0,4,4,5,2,3,3,4,4,4,3,4,3,5,2,2,3,2,1,1,2,1,2,3,4,5,5,5,5,5,0.571428571428571,3.625,3.25,2,2.95833333333333,"high"
"807","R_1EYAgX8I4DYBiot",62,1,0,1,0,1,1,1,1,0,1,1,1,1,0,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,4,5,2,5,4,4,4,4,4,1,3,2,3,2.25,0.714285714285714,4.75,4.625,4,4.45833333333333,"mod"
"808","R_1eyg56z9pCf8vAO",33,0,1,1,1,1,1,1,1,0,1,1,1,1,0,4,4,5,4,5,5,4,4,4,3,4,3,4,4,4,3,4,3,4,4,3,3,4,4,2,4,2,2,2.5,0.785714285714286,4.375,3.625,3.625,3.875,"mod"
"809","R_1eyiT4Dvpiah72M",41,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,4,3,4,4,4,4,3,3,3,3,1,4,3,3,1,1,1,1,1,3,2,1,3,5,5,3,3,4,0.785714285714286,3.75,2.625,1.625,2.66666666666667,"high"
"810","R_1eylxi1fWVdMseP",8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,2,4,4,3,5,3,4,3.75,0.857142857142857,4,3.75,3.5,3.75,"mod"
"811","R_1eyLYO35mq2OgW2",54,0,1,1,0,1,1,1,1,0,1,0,1,1,0,5,5,5,5,5,5,5,5,2,4,2,1,1,1,3,1,1,3,2,1,4,4,1,5,5,5,5,5,5,0.642857142857143,5,1.875,2.625,3.16666666666667,"high"
"812","R_1eymJXyaFKTbjun",21,1,0,1,1,1,1,1,1,0,1,0,0,1,0,5,5,5,5,4,4,4,3,3,4,4,2,4,3,3,1,2,2,3,2,3,2,3,4,4,5,5,5,4.75,0.642857142857143,4.375,3,2.625,3.33333333333333,"high"
"813","R_1eyOL1TOL65PfYm",40,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,4,5,5,5,4,5,5,4,4,3,2,3.25,0.928571428571429,4.875,4.5,4.625,4.66666666666667,"mod"
"814","R_1EYWkxnUA8FxGzl",69,0,0,1,0,1,1,1,1,0,1,1,1,0,1,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,2,4,5,5,5,5,4,4,2,3,5,3,4,3.75,0.642857142857143,4.75,4.25,4.25,4.41666666666667,"mod"
"815","R_1ez7MQeIU5eBgbk",40,0,0,1,1,1,1,1,1,1,1,1,0,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,3,3,3,2,3,3,2,4,4,4,4,5,4.25,0.785714285714286,4,3.375,2.875,3.41666666666667,"high"
"816","R_1ez9Bep8AkD4YM4",43,1,0,1,1,0,1,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,3,4,4,2,3,3,4,3,3,4,4,2,4,4,2,4,4,4,4,3,3.75,0.785714285714286,4,3.25,3.375,3.54166666666667,"mod"
"817","R_1EZgqwoVrRtIqdc",28,0,0,1,1,1,1,1,1,0,1,1,1,1,1,4,4,3,4,5,4,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0.785714285714286,4.125,3.25,3,3.45833333333333,"low"
"818","R_1EZILNK4eUo0iZV",16,1,0,1,1,1,1,1,0,0,1,1,0,1,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,4,4,5,5,5,4,5,2,5,2,5,3.5,0.714285714285714,4.75,4.625,4.625,4.66666666666667,"mod"
"819","R_1ezMVjTHVQSL5xy",48,0,0,1,1,1,1,1,1,0,1,1,0,0,0,4,5,5,4,4,4,4,4,5,4,4,1,4,4,4,2,2,3,2,2,3,3,2,3,3,5,3,4,3.75,0.571428571428571,4.25,3.5,2.5,3.41666666666667,"mod"
"820","R_1EZodIg3OPgEfAN",44,0,0,1,1,1,1,1,0,0,1,1,1,1,0,5,5,5,5,5,5,5,5,4,4,4,1,5,3,3,1,3,4,5,3,4,5,2,5,5,5,5,5,5,0.642857142857143,5,3.125,3.875,4,"high"
"821","R_1ezPQCIvd5Rhedu",48,0,0,1,0,1,1,1,1,0,1,1,0,1,0,4,2,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4.75,0.571428571428571,4.375,4.875,4.875,4.70833333333333,"high"
"822","R_1ezPXExsGpMJO5R",44,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4,4,4,4,4,2,4,3,4,4,4,3,4,4,4,2,4,3,3,3,3,3,3,4,1,1,1,1,1,0.714285714285714,3.625,3.625,3.25,3.5,"low"
"823","R_1ezy5XT7EQ2PfXg",15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,4,4,4,5,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,2,4,4,5,3.75,0.928571428571429,4.375,4.375,4.125,4.29166666666667,"mod"
"824","R_1ezyp5eM3mktltu",42,1,0,1,1,1,1,0,1,0,1,0,0,0,0,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,2,5,4,4,5,5,5,5,5,1,1,1,4,1.75,0.5,4.75,4.375,4.75,4.625,"low"
"825","R_1f196OpvHtWpF9T",29,0,0,1,0,1,1,0,1,0,0,1,0,1,1,4,4,4,3,5,2,5,1,4,3,3,3,4,4,3,4,2,2,3,2,2,3,4,2,2,5,5,4,4,0.5,3.5,3.5,2.5,3.16666666666667,"high"
"826","R_1f1nP7q7hPunrat",9,1,0,1,1,1,1,1,0,0,0,1,0,0,0,2,4,3,3,1,4,3,1,4,2,4,4,2,3,2,5,5,1,3,3,4,1,2,2,1,3,3,3,2.5,0.5,2.625,3.25,2.625,2.83333333333333,"mod"
"827","R_1F2LwiNOo4WK8RK",32,0,0,1,0,1,1,1,1,0,0,1,0,1,0,4,5,5,4,4,3,4,4,5,3,4,4,4,4,5,3,5,2,2,5,3,2,5,5,1,1,1,5,2,0.5,4.125,4,3.625,3.91666666666667,"low"
"828","R_1f2QGtD9NIS303u",33,0,0,1,0,1,1,0,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3.75,0.642857142857143,4,4,3.625,3.875,"mod"
"829","R_1f2t5cW9d9Zw5IE",44,1,0,1,1,1,1,1,1,1,1,1,0,1,0,4,4,4,4,4,2,4,4,4,3,4,3,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,0.785714285714286,3.75,3.5,2,3.08333333333333,"high"
"830","R_1F2tBsZX5XVIWGQ",44,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,2,2,2,1,2,3,4,1,1,2,2,1,1,2,1,4,5,5,5,5,5,0.928571428571429,3.875,2.125,1.75,2.58333333333333,"high"
"831","R_1F31rfoxpXGFtjP",56,1,0,1,1,1,1,1,0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,4,4,5,1,1,1,1,1,0.857142857142857,5,4.75,4.5,4.75,"low"
"832","R_1f3J6SuFA1IhKiE",74,1,0,1,1,1,0,1,1,1,1,1,0,1,0,4,4,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,2,4,4,4,2,4,3.5,0.714285714285714,4.125,3.25,2.375,3.25,"mod"
"833","R_1f3lBIjNO4G7GDw",48,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,5,4,5,5,5,5,5,5,1,5,4,5,4,4,3,4,4,4,4,5,4,4,4,1,2,1,2,1.5,0.785714285714286,4.75,3.875,4.125,4.25,"low"
"834","R_1f3ol8MmFu4OleK",33,1,1,1,1,0,1,0,1,0,1,0,1,1,1,5,4,4,5,5,5,5,5,3,4,3,4,4,4,4,3,4,4,5,4,4,5,3,5,1,3,1,4,2.25,0.714285714285714,4.75,3.625,4.25,4.20833333333333,"mod"
"835","R_1F3tIctQvxYA4yu",16,1,0,1,0,1,1,1,1,0,1,0,1,0,1,3,4,4,3,2,3,4,3,4,3,3,3,4,3,4,3,3,3,5,2,3,2,2,4,3,4,3,4,3.5,0.642857142857143,3.25,3.375,3,3.20833333333333,"mod"
"836","R_1f44HZjurjuqeXj",7,1,0,1,1,1,0,1,1,1,1,1,1,1,1,4,4,4,5,4,5,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,5,4,5,5,5,5,5,5,0.857142857142857,4.25,3.375,4.25,3.95833333333333,"high"
"837","R_1F4ECW1VkrEmwat",49,0,0,1,1,1,1,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,3,2,4,2,3,3,3,2,2,2,4,3,3,3,3,2,4,2,4,3,3,3,0.714285714285714,3.875,2.625,3,3.16666666666667,"mod"
"838","R_1F54XyHqEeNBICq",33,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,4,5,4,5,4,4,4,3,5,4,5,3,4,4,4,4,4,4,4,3,1,5,4,4,3.5,0.857142857142857,4.75,4,3.875,4.20833333333333,"mod"
"839","R_1F5kRdO6NwnDBiG",63,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,5,5,5,4,5,3,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,1,2,1,1,1.25,0.857142857142857,4.625,4.5,5,4.70833333333333,"low"
"840","R_1F5N8ckv6m1CGG5",56,0,0,1,1,1,1,1,1,0,1,1,1,0,1,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,3,4,5,5,5,5,5,4,5,1,1,1,1,1,0.714285714285714,4.875,4.25,4.75,4.625,"low"
"841","R_1F5uVNAeaa2JgDC",49,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,2,5,1,3,2.75,0.857142857142857,4.5,3.625,4,4.04166666666667,"mod"
"842","R_1f7LlS7SGCnGGII",44,0,0,1,0,1,0,1,0,1,0,1,0,1,0,5,5,4,5,5,3,5,5,5,2,4,5,5,5,5,3,4,2,4,4,3,2,4,4,4,4,4,4,4,0.428571428571429,4.625,4.25,3.375,4.08333333333333,"high"
"843","R_1f7MLJUd8vnZJAe",62,1,1,1,1,0,1,1,1,0,0,1,0,0,0,4,4,5,4,4,4,4,3,4,3,3,2,4,4,4,4,3,3,3,2,4,4,2,3,4,5,4,4,4.25,0.571428571428571,4,3.5,3,3.5,"high"
"844","R_1f88jrphgImpUHf",48,0,0,0,1,1,1,1,1,1,0,1,0,1,0,5,5,5,5,1,3,5,3,5,4,5,4,4,4,4,3,4,4,4,5,5,5,5,4,4,5,5,5,4.75,0.571428571428571,4,4.125,4.5,4.20833333333333,"high"
"845","R_1f88PLHm8myMuPh",61,1,0,0,1,0,1,1,1,0,1,0,1,0,1,4,5,4,4,3,4,5,4,3,4,4,4,4,4,5,1,4,1,5,4,4,5,4,4,2,4,2,3,2.75,0.571428571428571,4.125,3.625,3.875,3.875,"mod"
"846","R_1F8kpTeFwloydm4",57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,3,1,4,4,2,4,3,4,4,3,4,3,4,3,3,3,3,4,4,3,4,4,2,5,4,4,3.75,0.142857142857143,3.5,3.5,3.5,3.5,"mod"
"847","R_1F8kwAd5cicyPyq",69,1,0,1,1,1,1,1,0,1,0,1,1,0,1,4,5,5,5,5,4,5,5,4,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4,2,3,2,3,2.5,0.714285714285714,4.75,4,3.75,4.16666666666667,"mod"
"848","R_1F8qsUesrm9UvYl",56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,2,3,2,3,2.5,1,4.75,3.75,3.875,4.125,"mod"
"849","R_1F8Uc01qevXItGa",40,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,4,3,4,4,5,3,5,5,5,5,5,5,5,3,1,3,3,5,3,0.857142857142857,5,4,4.75,4.58333333333333,"mod"
"850","R_1F8wdDqJfdRIdQO",73,1,0,1,1,1,1,1,1,0,1,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1.25,0.785714285714286,5,5,5,5,"low"
"851","R_1f8XxPuR9KB4RTQ",60,0,0,1,1,0,1,1,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,4,4,2,3,2,2,2.25,0.357142857142857,4,3.75,3.5,3.75,"mod"
"852","R_1F9fYoWSPv2qGEu",9,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.857142857142857,5,5,5,5,"high"
"853","R_1f9gsHHsodPJK1d",56,0,0,1,1,1,1,1,0,1,1,0,0,0,1,4,4,5,4,5,5,4,5,5,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,1,2,1,4,2,0.571428571428571,4.5,4,4,4.16666666666667,"low"
